Casino brand	Current Status	Source	GEO	The type of a deal	CPA	RS	BL/Qualif	Offer content	Our offer content	Affiliate Link	Our Link
Lucky Treasure	Ongoing	LGaming	AU	CPA	250		250			https://lgamicurrent.com/ZRFVJ?sub1={subid}	https://go.luckyhotei.com/luckytreasure
Lucky Treasure	Ongoing	LGaming	CA	CPA	250		250			https://lgamicurrent.com/ZRFVJ?sub1={subid}	https://go.luckyhotei.com/luckytreasure
Lucky Treasure	Ongoing	LGaming	DE	CPA	250		250			https://lgamicurrent.com/ZRFVJ?sub1={subid}	https://go.luckyhotei.com/luckytreasure
Lucky Treasure	Ongoing	LGaming	FR	CPA	250		250			https://lgamicurrent.com/ZRFVJ?sub1={subid}	https://go.luckyhotei.com/luckytreasure
Lucky Treasure	Ongoing	LGaming	IT	CPA	250		250			https://lgamicurrent.com/ZRFVJ?sub1={subid}	https://go.luckyhotei.com/luckytreasure
RobyCasino	Ongoing	LGaming	AU	CPA	145		145			https://lgamifly.com/lnFVJ?sub1={subid}	https://go.luckyhotei.com/robycasino
RobyCasino	Ongoing	LGaming	CA	CPA	145		145			https://lgamifly.com/lnFVJ?sub1={subid}	https://go.luckyhotei.com/robycasino
RobyCasino	Ongoing	LGaming	DE	CPA	145		145			https://lgamifly.com/lnFVJ?sub1={subid}	https://go.luckyhotei.com/robycasino
RobyCasino	Ongoing	LGaming	FR	CPA	145		145			https://lgamifly.com/lnFVJ?sub1={subid}	https://go.luckyhotei.com/robycasino
RobyCasino	Ongoing	LGaming	IT	CPA	145		145			https://lgamifly.com/lnFVJ?sub1={subid}	https://go.luckyhotei.com/robycasino
Betflare	Ongoing	Direct	AU	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu14x0ynqBPR4WNd7ZgqdRLk/5/	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	CA	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu0Sj4LQ_MWLf2Nd7ZgqdRLk/3/	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	DE	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu3nqXQCX1W2lWNd7ZgqdRLk/1/	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	AT	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu3nqXQCX1W2lWNd7ZgqdRLk/2/	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	IT	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu3oKQ0offjfsWNd7ZgqdRLk/4/	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	NO	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu2gQBcWp-6O8GNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	NZ	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu08-jQB0bQCG2Nd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	FI	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu1JGr6ILQXEAGNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/betflare
Betflare	Ongoing	Direct	SE	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu1Dng0AQCvfQGNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/betflare
Win Legends	Ongoing	Direct	AU	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra8fxN97YwkR1WNd7ZgqdRLk/5/	https://go.luckyhotei.com/winlegends
Win Legends	Ongoing	Direct	CA	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra8InZnwGN1cD2Nd7ZgqdRLk/3/	https://go.luckyhotei.com/winlegends
Win Legends	Ongoing	Direct	DE	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra-8v7wYph56w2Nd7ZgqdRLk/1/	https://go.luckyhotei.com/winlegends
Win Legends	Ongoing	Direct	AT	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra-8v7wYph56w2Nd7ZgqdRLk/2/	https://go.luckyhotei.com/winlegends
Win Legends	Ongoing	Direct	IT	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra_a2_C467rnyWNd7ZgqdRLk/4/	https://go.luckyhotei.com/winlegends
Smokace	Ongoing	Direct	AU	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra-H9CpP1T1RvWNd7ZgqdRLk/5/	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	CA	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra9Xj8bgQ-rdhWNd7ZgqdRLk/3/	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	DE	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra8utUNMe03lr2Nd7ZgqdRLk/1/	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	AT	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra8utUNMe03lr2Nd7ZgqdRLk/2/	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	IT	Hybrid	210	40	25			https://record.joinaff.com/_0bGkp8hnra8yISMcQt2_0mNd7ZgqdRLk/4/	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	NZ	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu1oZiEtOfHDE2Nd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	FI	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu0Qii3_-zHRAGNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/smokace
Smokace	Ongoing	Direct	NO	Hybrid	210	40	25			https://record.joinaff.com/_LFBF10rGqu3Df4lhdW4o3mNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}
	https://go.luckyhotei.com/smokace
Stelario	Ongoing	Direct	AU	Hybrid	210	40	25	275% up to €1200 + 275 Free Spins	"Welcome Pack:

1st Deposit: 125% up to 300€ + 125 FS 
2nd Deposit: 50% up to 600€ + 50 FS  
3rd Deposit: 100% up to 300€ + 100 FS"	https://record.joinaff.com/_0bGkp8hnra_ABa8v4kUGqGNd7ZgqdRLk/5/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/stelario
Stelario	Ongoing	Direct	CA	Hybrid	210	40	25	275% up to €1200 + 275 Free Spins		https://record.joinaff.com/_0bGkp8hnra_bUp4a8n9O4GNd7ZgqdRLk/3/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/stelario
Stelario	Ongoing	Direct	DE	Hybrid	210	40	25	275% up to €1200 + 275 Free Spins		https://record.joinaff.com/_0bGkp8hnra_qQdfe-FlxkGNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/stelario
Stelario	Ongoing	Direct	AT	Hybrid	210	40	25	275% up to €1200 + 275 Free Spins		https://record.joinaff.com/_0bGkp8hnra_qQdfe-FlxkGNd7ZgqdRLk/2/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/stelario
Stelario	Ongoing	Direct	IT	Hybrid	210	40	25	275% up to €1200 + 275 Free Spins		https://record.joinaff.com/_0bGkp8hnra-nMd4BJjTdCGNd7ZgqdRLk/4/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/stelario
Icebet	Ongoing	Direct	AU	Hybrid	210	40	25	300% up to €1200 + 300 Free Spins	"Welcome Pack:

1st Deposit: 125% up to 300€ + 125 FS 
2nd Deposit: 50% up to 600€ + 50 FS  
3rd Deposit: 125% up to 300€ + 125 FS"	https://record.joinaff.com/_0bGkp8hnra_ekWawIQ7wB2Nd7ZgqdRLk/5/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/icebet
Icebet	Ongoing	Direct	CA	Hybrid	210	40	25	300% up to €1200 + 300 Free Spins		https://record.joinaff.com/_0bGkp8hnra9C_hAIbLYC3WNd7ZgqdRLk/3/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/icebet
Icebet	Ongoing	Direct	DE	Hybrid	210	40	25	300% up to €1200 + 300 Free Spins		https://record.joinaff.com/_0bGkp8hnra8GPfN86jfclWNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/icebet
Icebet	Ongoing	Direct	AT	Hybrid	210	40	25	300% up to €1200 + 300 Free Spins		https://record.joinaff.com/_0bGkp8hnra8GPfN86jfclWNd7ZgqdRLk/2/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/icebet
Icebet	Ongoing	Direct	IT	Hybrid	210	40	25	300% up to €1200 + 300 Free Spins		https://record.joinaff.com/_0bGkp8hnra8cjxImqtEJZWNd7ZgqdRLk/4/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/icebet
Windetta	Ongoing	Direct	AU	Hybrid	210	40	25	255% up to €2000	"Welcome Pack:

1st Deposit: 125% up to 500€
2nd Deposit: 50% up to 1000€ 
3rd Deposit: 80% up to 500€"	https://record.joinaff.com/_0bGkp8hnra8TcDd73ILQ1WNd7ZgqdRLk/5/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/windetta
Windetta	Ongoing	Direct	CA	Hybrid	210	40	25	255% up to €2000		https://record.joinaff.com/_0bGkp8hnra9jvyqECO2zcmNd7ZgqdRLk/3/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/windetta
Windetta	Ongoing	Direct	DE	Hybrid	210	40	25	255% up to €2000		https://record.joinaff.com/_0bGkp8hnra_Xv1vJGjPvZWNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/windetta
Windetta	Ongoing	Direct	AT	Hybrid	210	40	25	255% up to €2000		https://record.joinaff.com/_0bGkp8hnra_Xv1vJGjPvZWNd7ZgqdRLk/2/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/windetta
Windetta	Ongoing	Direct	IT	Hybrid	210	40	25	255% up to €2000		https://record.joinaff.com/_0bGkp8hnra9pdUWpQm86DGNd7ZgqdRLk/4/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/windetta
Lunubet	Ongoing	Direct	AU	Hybrid	130	35	25	100% up to €500 + 200 Free Spins		https://lunubetplay.com/j855699b6?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/lunubet
Lunubet	Ongoing	Direct	CA	Hybrid	130	35	25	100% up to €500 + 200 Free Spins		https://lunubetplay.com/j853755dd?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/lunubet
Lunubet	Ongoing	Direct	DE	Hybrid	130	35	25	100% up to €500 + 200 Free Spins		https://lunubetplay.com/j7f828a50?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/lunubet
Lunubet	Ongoing	Direct	IT	Hybrid	130	35	25	100% up to €500 + 200 Free Spins		https://lunubetplay.com/j677c6c07?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/lunubet
Lunubet	Ongoing	Direct	FR	Hybrid	130	35	25	100% up to €500 + 200 Free Spins		https://lunubetplay.com/j005dfc92?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/lunubet
Betybet	Ongoing	Direct	NL	Hybrid	130	35	25	100% up to €2000 + 200 Free Spins		https://betybetplay.com/j4b50035d?subid={subid}&keyword={keyword}&origin_click={origin_click}	https://go.luckyhotei.com/betybet
CorgiSlot	Ongoing	Direct	NL	Hybrid	175	40	0	300% up to €10,000 + 1,000 Free Spins		https://corgislot.link/t61669eb3?subid={subid}	https://go.luckyhotei.com/corgislot
CorgiSlot	Ongoing	Direct	DE	Hybrid	175	40	0	300% up to €10,000 + 1,000 Free Spins		https://corgislot.link/ta5428dcd?subid={subid}	https://go.luckyhotei.com/corgislot
CorgiSlot	Ongoing	Direct	AT	Hybrid	175	40	0	300% up to €10,000 + 1,000 Free Spins		https://corgislot.link/ta5428dcd?subid={subid}	https://go.luckyhotei.com/corgislot
Hit’N’Spin Casino	Ongoing	Advertiser	DE	CPA	310		310	350% up to €800 + 200 Free Spins		https://adoffer.pro/go/9ed910f75f16426be07ee4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/hitnspin
Cloverspin Casino	Ongoing	Advertiser	FR	CPA	200		200	100% up to €500 + 50 Free Spins		https://adoffer.pro/go/9ed910f7f628426b275be4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/cloverspin
FastPay Casino	Ongoing	Advertiser	AU	CPA	210		210	175% up to €150 + 100 Free Spins		https://adoffer.pro/go/9ed910f7b416426b157ae4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/fastpay
TipTop	Ongoing	Direct	NL	Hybrid	130	35	0	225% up to €1500		https://tip-topplay.com/jf42469dd?subid={subid}	https://go.luckyhotei.com/tiptop
888casino	Ongoing	Advertiser	IT	CPA	250		250	125% up to €500 + 88 Free Spins		https://adoffer.pro/go/9ed910f79a17426b656be4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/888casino
NineCasino	Ongoing	Direct	AU	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	CA	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	NZ	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	DE	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	FR	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	IT	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	AT	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	FI	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	NO	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	DK	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
NineCasino	Ongoing	Direct	SE	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=5716&afp={subid}	https://go.luckyhotei.com/ninecasino
BDM Bet	Ongoing	Direct	AU	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	CA	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	NZ	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	DE	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	FR	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	IT	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	AT	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	FI	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	NO	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	DK	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
BDM Bet	Ongoing	Direct	SE	Hybrid	160	30	20	255% up to €450 + 250 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6048&afp={subid}	https://go.luckyhotei.com/bdmbet
Candyspinz	Ongoing	Direct	DE	Hybrid	160	30	20	225% up to €1500 + 300 Free Spins		https://www.ontrklnk.com/visit/?bta=48705&nci=6442&afp={subid}	https://go.luckyhotei.com/candyspinz
NeedForSpin	Ongoing	Direct	AU	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/dc2efd556?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	CA	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/d3b7f5ae4?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	DE	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/d61def405?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	AT	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/d61def405?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	IT	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/db131dcc0?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	FI	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/d455e6773?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	NO	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/d67783dde?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	DK	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/db3a70007?subid={subid}	https://go.luckyhotei.com/needforspin
NeedForSpin	Ongoing	Direct	SE	Hybrid	120	40	20	250% up to €1500 + 250 Free Spins		https://n4sredirect.com/da043ae21?subid={subid}	https://go.luckyhotei.com/needforspin
RollingSlots	Ongoing	Direct	AU	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/da5346d92?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	CA	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/dc1ffb9f9?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	DE	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/d79ca1330?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	AT	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/d79ca1330?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	IT	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/de18ad900?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	FI	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/ddf7fd287?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	NO	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/d5440244c?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	DK	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/d48bbc678?subid={subid}	https://go.luckyhotei.com/rollingslots
RollingSlots	Ongoing	Direct	SE	Hybrid	120	40	20	260% up to €2600 + 260 Free Spins		https://rlsredirect.com/d85662b60?subid={subid}	https://go.luckyhotei.com/rollingslots
WildTokyo	Ongoing	Direct	AU	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d683c3045?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	CA	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d2e03f32f?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	DE	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d5c3411d0?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	AT	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d5c3411d0?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	IT	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d09777820?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	FI	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d5a08aafe?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	NO	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d01bf3113?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	DK	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/d76203e78?subid={subid}	https://go.luckyhotei.com/wildtokyo
WildTokyo	Ongoing	Direct	SE	Hybrid	120	40	20	210% up to €500 + 250 Free Spins		https://wildredirect.com/df9f5f451?subid={subid}	https://go.luckyhotei.com/wildtokyo
Verde	Ongoing	Advertiser	IT	CPA	170		170	520% up to €1,200 + 220 Free Spins		https://adoffer.pro/go/9ed910f7b613426b166de4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/verde
Crusino	Ongoing	Direct	AU	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	CA	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	NZ	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	DE	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	IT	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	NO	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	DK	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
Crusino	Ongoing	Direct	FI	Hybrid	120	40	25	200% up to €5000 + 300 Free Spins		https://cru-l.ink/a6149b049?subid={subid}	https://go.luckyhotei.com/crusino
AmunRa	Ongoing	Advertiser	FR	CPA	210		210	150% up to €500 + 200 Free Spins		https://adoffer.pro/go/9ed910f78e15426ba62ee4242aaa9b3e365b64d1eb0a0b0b/?tid={subid}	https://go.luckyhotei.com/amunra
Erabet	Ongoing	Direct	AU	Hybrid	140	40	10	225% up to €3000 + 95 Free Spins		https://eraplay.io/j9cdb1b13?subid={subid}	https://go.luckyhotei.com/erabet
Erabet	Ongoing	Direct	CA	Hybrid	140	40	10	225% up to €3000 + 95 Free Spins		https://eraplay.io/jcbb6630d?subid={subid}	https://go.luckyhotei.com/erabet
Erabet	Ongoing	Direct	NZ	Hybrid	140	40	10	225% up to €3000 + 95 Free Spins		https://eraplay.io/jed72a42b?subid={subid}	https://go.luckyhotei.com/erabet
Gomblingo	Ongoing	Direct	DK	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Gomblingo	Ongoing	Direct	SE	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Gomblingo	Ongoing	Direct	CA	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Gomblingo	Ongoing	Direct	DE	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Gomblingo	Ongoing	Direct	IT	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Gomblingo	Ongoing	Direct	NO	Hybrid	160	40	20	350 % up to €1300 + 275 Free Spins		https://track.affshares.com/visit/?bta=656711&nci=5653&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/gomblingo
Cazimbo	Ongoing	Direct	AU	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Cazimbo	Ongoing	Direct	CA	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
